,ID, Media,Link,food type
1375,577535312005632000,SWISH!!!!! http://t.co/TgIS2rLmk8,http://pbs.twimg.com/media/CAPRTlqWgAAUnnW.png,Soup
1383,574990834262802432,our thickest pancake yet http://t.co/JPVabVh1qB,http://pbs.twimg.com/media/B_rHHgHWYAAzKDT.jpg,Meat
1385,573918386016632832,we made some covers for our #cookbooks from yesterday (you can see the rest at http://t.co/ORTiz63lpa) http://t.co/wCbFJlBdIG,http://pbs.twimg.com/media/B_b3uyuWcAAoUje.jpg,Egg
1407,570652529807241216,can't get this jpegg to load http://t.co/JWX8tB8DnN,http://pbs.twimg.com/media/B-tdc7KWkAIUlwy.jpg,Bread
1416,569700381120438273,ok but how many awards will this tasty hit win? http://t.co/mRXFtb3dfE,http://pbs.twimg.com/media/B-f7ek0IYAAmFCJ.jpg,Meat
1432,566248539664445440,for a balanced mixtape breakfast  here's one with just happy songs http://t.co/4r7JBIQKI8,http://pbs.twimg.com/media/B9u4C9UCcAAWa5t.jpg,Seafood
1436,565556625852084225,the daily show with chomp stewart.   coming soon to a television in a freaky dream you're having. http://t.co/Q93dZo8jYo,http://pbs.twimg.com/media/B9lCwTXIAAALSZc.jpg,Meat
1448,564578752579903488,you know who the #grammys totally slept on this year? this potato. not even one nomination smh http://t.co/FBLR1QEkVV,http://pbs.twimg.com/media/B9XJYiSCEAAnJHU.jpg,Seafood
1450,563745877261832192,way harsh  ry. we're standing right here. http://t.co/myB2FcE0cS,http://pbs.twimg.com/media/B9LT43NIYAArxFo.png,Soup
1454,563013586168315904,hi we are denny's and we've decided to go with pancakes http://t.co/iD62RvE7Xt,http://pbs.twimg.com/media/B9A533rIAAAgRQs.jpg,Dessert
1491,557943830855831553,So proud to share the cover of our book Shellfish  out in May! http://t.co/IJcPg4EtwA,http://pbs.twimg.com/media/B7429T-IQAA7Wq3.jpg,Dairy product
1492,557543070590578690,tfw your pancakes aren't from new england http://t.co/ByVwTzFaKp,http://pbs.twimg.com/media/B7zKd_jIEAA4n1j.png,Bread
1498,555077323448659968,WE. CANT. WAIT. http://t.co/aFey7voOLr,http://pbs.twimg.com/media/B7QH4nxIMAEgW0F.jpg,Vegetable/Fruit
1504,552907280505896961,The Slams have twins. Who knew? https://t.co/xZnoWgdz9c http://t.co/aGJiyaNE8M,http://pbs.twimg.com/media/B6xSPdIIgAAQmCK.png,Fried food
1505,552528915114520576,thanks to reports of a new walkman we've had to rush out our Waffman project. not even sure what it does yet  smh. http://t.co/WdVqY0Ftgr,http://pbs.twimg.com/media/B6r6HuuIUAASXDU.jpg,Dairy product
1511,551958776816082945,when will we be able to stream hot apps directly into our mouths http://t.co/uoqSTeCvA8,http://pbs.twimg.com/media/B6jzlT3IMAE1YNB.jpg,Egg
1514,550774720451579905,Happy New Year! Here's to a fresh start  and may your plate be filled with whatever you like! http://t.co/kg0yxFjcpy,http://pbs.twimg.com/media/B6S-sKWIMAAjhRS.jpg,Dessert
1518,550498963020083201,happy new year's eve here's a toast to all of you http://t.co/35yuxJU3zE,http://pbs.twimg.com/media/B6PD475CEAE2EM8.jpg,Fried food
1531,546865033255596032,the perfect family film for the holidays - Little Orphan Pannie http://t.co/SQYwfzntoJ,http://pbs.twimg.com/media/B5ba2ZMIQAAY9Eo.jpg,Noodles/Pasta
1550,544607081517821952,happy birthday to the mayor of the sunset strip  Rodney Bingenheimer! long live denny's fam. cc: @kroq http://t.co/B1I7IgcijT,http://pbs.twimg.com/media/B47VQUvIYAA3biZ.jpg,Vegetable/Fruit
1559,542844049984880641,nothing says  welcome home for the holidays  like a good  ol spaghetti wreath on the front door http://t.co/U0BEOur5UV,http://pbs.twimg.com/media/B4iRyPLIQAAA44Q.jpg,Bread
1564,541028455459332096,just making sure http://t.co/PSrb7Qcrw6,http://pbs.twimg.com/media/B4Ieg2bIAAAVMv5.jpg,Meat
1565,540674418763374592,peter pancake is the hero for us http://t.co/gC7r1KX21e,http://pbs.twimg.com/media/B4DchOFIUAALJ5R.jpg,Seafood
1566,540584326778589184,Terminators welcome http://t.co/QuYAIoCq0e,http://pbs.twimg.com/media/B4CKlLcIAAA36Lv.jpg,Noodles/Pasta
1577,536971028690640896,assembled pieforce http://t.co/5RbR5SHPn7,http://pbs.twimg.com/media/B3O0TjCIQAECf1A.jpg,Dessert
1581,535165509898371072,our twitter is run by an egg but our blog is assisted by tumblr dad marty  and he finally won something! #dads http://t.co/Sh2V2L263G,http://pbs.twimg.com/media/B21KMhTIgAESrk5.jpg,Dairy product
1590,531930302651047937,Tomorrow Veterans get a free Grand Slam from 5 am to Noon. http://t.co/NgryAbvuES,http://pbs.twimg.com/media/B2HLyrQIgAMw3KI.jpg,Egg
1594,530445651025600512,would rather watch this tbh http://t.co/Hl47g5L67f,http://pbs.twimg.com/media/B1yFglAIEAEtPZ1.jpg,Soup
1597,529740843209723904,Get out there and make it count! The most important meal of the day  that is. http://t.co/SXzTFGVXxv,http://pbs.twimg.com/media/B1oEfWxIIAAzPTQ.jpg,Meat
1615,527844901263015936,look at this basic witch drinkin her pumpkin coffee http://t.co/Kc8dIOJhNu,http://pbs.twimg.com/media/B1NIJA6IcAEKDMI.jpg,Soup
1616,527569508312297473,Phase Three. http://t.co/qyq3ySy4Kp,http://pbs.twimg.com/media/B1JNrCYIEAMKySl.jpg,Soup
1626,524287272867213313,Apple Pie is compatible with these devices. http://t.co/GWsFhBShiZ,http://pbs.twimg.com/media/B0akfueCEAEmcZx.jpg,Egg
1639,522063922460123136,so excited for the album to drop http://t.co/0XS5qAIh8h,http://pbs.twimg.com/media/Bz6-XwmIAAA2LFs.jpg,Egg
1642,521690446352113664,happy birthday columbus  ohio! http://t.co/ktfXCqkybC,http://pbs.twimg.com/media/Bz1qsmIIMAAJ6Wu.jpg,Noodles/Pasta
1651,519904743125426178,when you get subpar toast and you're like http://t.co/gFj2DlZ6jJ,http://pbs.twimg.com/media/BzcSm9oIQAAZ2S5.jpg,Bread
1661,517686802023718912,We out here! Emeril and Ty at the Times Square #OnTheMenu event this morning! http://t.co/WcDjIR08mr,http://pbs.twimg.com/media/By8xZyMCUAAFM2B.jpg,Bread
1662,517435894526402561,PanPal is a faster  safer way to send pancakes  make online pancakes  receive pancakes or set up a merchant pancake. http://t.co/oIFHwgb0NY,http://pbs.twimg.com/media/By5NNC8IcAAqrlI.jpg,Noodles/Pasta
1665,517337766581919745,With your help  we've passed the plate 192 times to generate awareness for childhood hunger! #DennysNKH #passtheplate http://t.co/UQiKTgEToq,http://pbs.twimg.com/media/By3z9PnIAAA3INW.jpg,Fried food
1669,517081800276209664,come in for some pie and coffee! http://t.co/XL8D6iHege,http://pbs.twimg.com/media/By0LKDbCIAAvilx.jpg,Bread
1678,515173973324472321,.@drake we love yr emoji tattoo so much  we made you some brand new ones if you ever want to add to it. love  dennys http://t.co/XvreWYfinS,http://pbs.twimg.com/media/ByZD_6UCAAEvjFG.jpg,Rice
1682,514881455244451840,"two ""bad eggs"" #dennstar http://t.co/yGH4iRXFeb",http://pbs.twimg.com/tweet_video_thumb/ByU581PIgAAY5nw.png,Noodles/Pasta
1683,514858604474925056,#findgreg http://t.co/mjb6vzfn8I,http://pbs.twimg.com/media/ByUlLB6CUAAbmQ_.jpg,Soup
1696,514552227818917889,here's that beautiful belt up close http://t.co/0yjlsBXqf4,http://pbs.twimg.com/media/ByQOhiECYAIspd8.jpg,Soup
1700,514544696493084673,lol @ these people. shouts to the fans. shade to the trolls! http://t.co/rKjO2bhQII,http://pbs.twimg.com/media/ByQHrKoIcAAKrzy.png,Meat
1701,514543117362806784,i like scott's shirt  http://t.co/q7dIGMoJPn http://t.co/8gie2oqZu6,http://pbs.twimg.com/media/ByQGPQpCMAEjRMy.png,Noodles/Pasta
1710,514437386789724160,join denny's and atari for the battle royale today. IT'S ROYALE! @ http://t.co/q7dIGMoJPn (3pm pst) http://t.co/pdwW9KBEr8,http://pbs.twimg.com/media/ByOmE8GIEAA2_9T.jpg,Rice
1712,513377550530523136,*sigh* hi  welcome to goth denny's. i'm your server  raven  you can like  sit down or something *sigh* http://t.co/lnr63ShRWJ,http://pbs.twimg.com/media/Bx_iKXrIUAA09q0.jpg,Soup
1719,511550487213391872,Microsoft Accidentally Spends $2.5 Billion On Minecraft Pancakes  Denny's Celebrates http://t.co/2uxjfE3bNj,http://pbs.twimg.com/media/BxlkdOqIYAEYScb.jpg,Fried food
1724,510502542703607808,Bacon neutrality is wrong. No one should ever be neutral when it comes to bacon. Ever. http://t.co/lnbke66Ton,http://pbs.twimg.com/tweet_video_thumb/BxWrW0eCMAEKZsQ.png,Soup
1725,509714570118967296,We ve shared #passtheplate nearly 100 times to raise awareness for childhood hunger. Let s #passtheplate even more! http://t.co/5ex2AzREUq,http://pbs.twimg.com/media/BxLes0mCAAAsmzc.jpg,Seafood
1727,509396332843646977,http://t.co/QXDmcYk0JG,http://pbs.twimg.com/media/BxG9Q_WIEAAsfLp.jpg,Seafood
1735,507915449380900865,16 million kids in the US are hungry. #Passtheplate to help us raise awareness &amp; end childhood hunger in America. http://t.co/4AsetUa4s7,http://pbs.twimg.com/media/Bwx6aN-IQAAoPku.jpg,Dessert
1783,501545154852167680,congratulations to christina egguilera and her newest hatchling ;) http://t.co/Kmdlmwsuvq,http://pbs.twimg.com/media/BvXYqRUIgAECYO1.png,Rice
1787,500324407026675712,xoxo ;) http://t.co/5B1QEmoihj,http://pbs.twimg.com/media/BvGCZZMCUAAuR7M.jpg,Meat
1788,500320513705918464,Did you know 1 in 5 children in the U.S. struggle with hunger? #passtheplate to help Denny s spread hunger awareness. http://t.co/Q2qhaiK8GD,http://pbs.twimg.com/media/BvF-2xmIIAAPhEo.jpg,Seafood
1790,499637182064517120,oh look someone made the fryguy shruggie FOR REAL http://t.co/aiE8TIKbbg,http://pbs.twimg.com/media/Bu8RXo6CcAAauTT.jpg,Egg
1794,498541989533847554,beware the milkshark  *jaws theme swimming* http://t.co/FLzzKiSjsP,http://pbs.twimg.com/media/BustTC3IgAAEaaP.png,Vegetable/Fruit
1795,498171470166892544,pls help this important fundraiser thank you http://t.co/h5YI4Qg5uZ,http://pbs.twimg.com/media/BuncT-FIAAAY34F.jpg,Dairy product
1802,495303116217405442,What a good tipper. 100% http://t.co/ugswsLnHq0,http://pbs.twimg.com/media/Bt-rjx7IcAAASCx.jpg,Meat
1813,494227024857157632,click the link below http://t.co/RSrQBlb4Hl,http://pbs.twimg.com/media/BtvY29mCcAE4M-2.jpg,Fried food
1819,492781580599828480,Man Sends Wife Spreadsheet Of All Her Excuses Not To Have Eggs http://t.co/JEVa6ed6Zi,http://pbs.twimg.com/media/Bta2PGgCQAAmN9L.png,Fried food
1823,491336009292840960,hey @alyankovic  we love you and we love parodies. so we parodied you with breakfast food. hope you like it. http://t.co/Xqu4eQAlpZ,http://pbs.twimg.com/media/BtGTfxDCQAAJpLR.jpg,Vegetable/Fruit
1828,489815874983821312,a place to stay with 24/7 direct access to denny's http://t.co/nqZMXZO8j4,http://pbs.twimg.com/media/Bsws8LvCAAEOHgg.jpg,Meat
1829,489460448929251328,so blink 182 has a new album coming out and so does their diner themed cover band http://t.co/t3jTVUVLPh,http://pbs.twimg.com/media/BsrprzdCUAAxcRx.jpg,Fried food
1830,489418044725530626,welcome to dencon. on your birthday you get an extra hour in the pit. http://t.co/DIwAGqtSDK,http://pbs.twimg.com/media/BsrDHkCIIAAeBvt.jpg,Seafood
1840,486975016828149762,heard some of you don't mess with pancakes?  but that's none of my business http://t.co/0B0jF1OcKH,http://pbs.twimg.com/media/BsIVMnYCcAA07xI.jpg,Dessert
1847,485111198308761601,party in the u.s.a. and also my mouth http://t.co/HOyYI8hS0W,http://pbs.twimg.com/media/Brt2EFQCUAEOaTh.jpg,Noodles/Pasta
1850,484131849149480960,Atari has arrived at Denny's: http://t.co/7bSfqYycgy http://t.co/CReUdYFjlN,http://pbs.twimg.com/media/Brf7WgBCEAAbSIR.jpg,Dairy product
1870,484059141661794304,Let's Red  White  and Blue Slam our way into the next round! GO AMERICA! http://t.co/kctrr4jbD6,http://pbs.twimg.com/tweet_video_thumb/Bre5ONnIgAACgYK.png,Vegetable/Fruit
1897,479312864134823937,nice http://t.co/baqcxHdOfc,http://pbs.twimg.com/tweet_video_thumb/BqbcglUIEAAtTdI.png,Dairy product
1940,472072540010340353,.@Seinfeld2000 imagen buble boy play denny's TP bboy: burger! it's a misprint! gorge: im sorry the card says bugger! http://t.co/AxV4PzED0H,http://pbs.twimg.com/media/Bo0jeSXIUAAy1HH.jpg,Noodles/Pasta
1945,471408446966079488,When it comes to building a burger there's a template but you don't have to play by the rules if you don't want to. http://t.co/apuVU2jO2y,http://pbs.twimg.com/media/BorHe6KIAAEfeoL.jpg,Egg
1949,469980645012549632,Yolklops shoots yolk out of his visor. Don't laugh. Sure  it s yolk  but it s not like you can do it. #eggsmen #xmen http://t.co/FwEReScy9o,http://pbs.twimg.com/media/BoW05-MCcAAorOw.jpg,Soup
1950,469951081460408322,Shellossus can transform his entire body into an egg-shell. Not really the most useful power. #eggsmen #xmen http://t.co/EU0fYh4vBX,http://pbs.twimg.com/media/BoWaBI3CYAAuc4r.jpg,Vegetable/Fruit
1951,469931755902750722,Retractable whisks. Sure  it hurts him every time they come out  but he makes a mean omelet. #eggsmen #xmen http://t.co/xNizjuDFRY,http://pbs.twimg.com/media/BoWIcPvIAAAH666.jpg,Bread
1952,469913981365526528,His mind is so strong he can even force people who might not have ordered eggs  to order eggs. #eggsmen #xmen http://t.co/QgkUvS6Qtl,http://pbs.twimg.com/media/BoV4RnVCcAAJz1G.jpg,Egg
1964,469268411185659905,me irl http://t.co/VRAFLzn68y,http://pbs.twimg.com/media/BoMtIhMCUAAttpd.jpg,Noodles/Pasta
1967,469214922258128898,hi http://t.co/CcsUcZLGp5,http://pbs.twimg.com/media/BoL8fCLIEAEpGja.jpg,Meat
1969,468574353416671232,anyway  here's 'wonderwall'... http://t.co/0FbqU4dECI,http://pbs.twimg.com/media/BoC1499CUAAVMJC.jpg,Egg
1972,468154684466012160,Wouldn't you want to make the world a more beautiful place? http://t.co/FLCDm2H9hD,http://pbs.twimg.com/media/Bn84NE5CcAA8-by.jpg,Soup
1973,467375065181720576,If you're gonna decorate your mortarboard  do it right. http://t.co/K9BnQC72WT,http://pbs.twimg.com/media/BnxzJRrIAAAteDx.jpg,Fried food
2008,464456176038461440,~talk denny's to me~ http://t.co/wdvb4aN3OC,http://pbs.twimg.com/media/BnIUbjCCMAA3qiY.jpg,Vegetable/Fruit
2022,463449509045862400,Anybody brave enough to rock some breakfast couture at the #MetGala tonight? http://t.co/Wn5z0FjTNi,http://pbs.twimg.com/media/Bm6A336CAAAOjsK.jpg,Soup
2027,461520610443538432,It's Wednesday. http://t.co/xpBcVlV7fn,http://pbs.twimg.com/media/BmemjMpCMAA2vgx.jpg,Dairy product
2028,461290821312999424,.@Seinfeld2000 imagen seinfeld still on air today but in grand slam form http://t.co/pREuLVblp5,http://pbs.twimg.com/media/BmbVjtbCcAAIXHB.jpg,Soup
2031,460796908370288640,What do you see? http://t.co/MAJ8cH3WcZ http://t.co/XdBmCHvJaj,http://pbs.twimg.com/media/BmUUWMVCYAAgIEa.jpg,Noodles/Pasta
2038,458988158021931008,Spotted @desusnice  a true member of ~DENNY'S FAM~  giving us a s/o on his podcast. #dennysfam #2dank http://t.co/vuxFRQAeNL,http://pbs.twimg.com/media/Bl6nTEOCEAA_8ls.png,Egg
2043,458258491602665472,French Toast so beautiful that it requires a close-up. http://t.co/FlxagCBSpu,http://pbs.twimg.com/media/BlwPq4SIUAACyy9.jpg,Bread
2045,458000953577181185,Paging all teen sleuths  did you leave your vehicle in our parking lot? http://t.co/qa7Fow0gst,http://pbs.twimg.com/media/BlslcNECEAAe_AY.jpg,Dessert
2054,456968355560574976,I think there's gonna be some huge  weird reveal on the #ScandalFinale tonight... http://t.co/rBEIMhniB8,http://pbs.twimg.com/media/Bld6TFCIAAAgX_4.jpg,Dairy product
2060,456153933195390977,Pretty sure he said that. http://t.co/RTywlyjEGp,http://pbs.twimg.com/media/BlSVlcyCEAAvFKl.jpg,Meat
2069,455736768260632576,It wouldn t hurt drafting up your plans for Build Your Own French Toast before you get to the restaurant. http://t.co/VXz6z08Bw1,http://pbs.twimg.com/media/BlMaLReCcAAgHRA.jpg,Dessert
2071,455460447567609856,Plus we'd provide a huge plethora of beverages for those dehydrated and those who are ~FOREVER THIRSTY~ http://t.co/0tPjBonnOM,http://pbs.twimg.com/media/BlIe3SsCAAAJkfk.png,Seafood
2076,454737103172423680,Oh yes. http://t.co/clPVVy9x8u,http://pbs.twimg.com/media/Bk-M_GXIQAAr0GP.jpg,Dairy product
2078,454016869377126400,Sure  steam punk is a waste of valuable copper  but it makes everything look so...um...cool? http://t.co/uzKH1NQa22,http://pbs.twimg.com/media/Bkz97-3CMAADu5V.jpg,Fried food
2079,454004731535314944,This or That? French FRIES or French TOAST? http://t.co/70Lfvfb4vL,http://pbs.twimg.com/media/Bkzy5dICAAAqCNa.jpg,Meat
2080,453994484955488256,Keep it going @FLTDF! http://t.co/wru4gB5ZGZ,http://pbs.twimg.com/media/BkzplCZCIAAtujx.jpg,Dairy product
2082,453371543523835906,It s okay  #Kentucky. We re here to turn that March Sadness into March Gladness. #MarchMadness http://t.co/CHE5F30y7p,http://pbs.twimg.com/media/BkqzBEuCQAA3jkq.jpg,Soup
2087,452973358619951104,Talk about an ideal fantasy. #GameOfThrones http://t.co/fr1ay3RSxr,http://pbs.twimg.com/media/BklI3qXCAAAc1SW.jpg,Rice
2088,452914723101478912,Fan Food Pic courtesty of tumblr user nelsonchin. http://t.co/RqrBM1yLXV,http://pbs.twimg.com/media/BkkTimOCQAAyVN8.jpg,Dairy product
2090,452538798383964160,Sample Life. http://t.co/XTqQgKPp82,http://pbs.twimg.com/media/Bke9o6JCUAANuJz.jpg,Noodles/Pasta
2091,452196991565438976,Diner fantasy: chocolate mug for chocolate milk. http://t.co/vTKuUHrnS9,http://pbs.twimg.com/media/BkaGxIvCQAE769v.jpg,Vegetable/Fruit
2094,451816999807500288,"#tbt ""Classic Diner"" edition. http://t.co/xzkcY8b4Oq",http://pbs.twimg.com/media/BkUtKsaCUAAmMaF.jpg,Bread
2096,451469282585477120,Lookin' good  French Toast! http://t.co/gPE3Ym2Zxf,http://pbs.twimg.com/media/BkPw65XCQAAVjIF.jpg,Noodles/Pasta
2113,450754682743304192,Three cheers for the All-American Slam! http://t.co/JYke1YxwPB,http://pbs.twimg.com/media/BkFm_t9CcAAByEz.jpg,Seafood
2117,450430304985939968,SANCTUARY FOR ALL. BREAKFAST FOR ALL. THOSE WHO ARRIVE SURVIVE. #TheWalkingDead http://t.co/rjNzsoLGRJ,http://pbs.twimg.com/media/BkA_-dVCAAA1glU.jpg,Fried food
2121,449640947689590784,This enviable Fan Food Pic via tumblr user girlinterupt3d. http://t.co/YiiWOq9taJ,http://pbs.twimg.com/media/Bj1yDzmCAAA74VI.jpg,Noodles/Pasta
2123,449279396533133312,#tbt to the OG bell http://t.co/rBwd8cItdm,http://pbs.twimg.com/media/BjwpOxOCYAAJWXW.jpg,Egg
2125,449192209955315712,It's just nachos. For breakfast. http://t.co/0pYeCrHlO0,http://pbs.twimg.com/media/BjvZ716CYAAZe-1.jpg,Fried food
2126,448935052659785729,Beauty is in the eye of the pancake. http://t.co/tLB5dluaQx,http://pbs.twimg.com/media/BjrwDUWCAAEjcBC.jpg,Fried food
2127,448934758739746817,2-D cheeseburger better than no cheeseburger  Minimal-dad always used to say. http://t.co/oEFjEDqbbx,http://pbs.twimg.com/media/BjrvyNZCIAAXBQt.jpg,Fried food
2128,448934355788775424,Here are some minimalist food posters for you. If you look at them hard enough they might appear? OK probably not. http://t.co/3DVhl1mCiz,http://pbs.twimg.com/media/BjrvawSCQAAhowp.jpg,Dessert
2136,446039921258545152,The burger's burger. http://t.co/56z2qVLTFt,http://pbs.twimg.com/media/BjCm8eyCUAAws0d.jpg,Rice
2138,445358426428690432,This delicious Fan Food Pic via tumblr user sweeetstache. http://t.co/itltJbuETB,http://pbs.twimg.com/media/Bi47IQvCUAEWLS2.jpg,Noodles/Pasta
2140,444583921619988480,Here's a movie release we'd realllllyyy love. Pretty much anything about cheese  actually. http://t.co/Pe46gmD16T,http://pbs.twimg.com/media/Bit6uJWCUAAbaVK.jpg,Egg
2142,444230288160210944,#tbt to George Washington starting his day off right with a delicious stack of pancakes. http://t.co/X2pjFQivVi,http://pbs.twimg.com/media/Bio5F94CYAAGw48.jpg,Seafood
2147,443820292318560256,The 5th Judge Sweeps is underway! The dunk photo w/ the most favs/RTs will be our winner. Use #CollegeSlam to enter http://t.co/vveRZzP6iD,http://pbs.twimg.com/media/BijENEXCAAAmq9z.png,Dessert
2153,443477840151851008,It's Tuesday and you know what that means! Kids Eat Free! http://t.co/bbJ3Qw7JuH,http://pbs.twimg.com/media/BieMvuvCYAIHhPn.jpg,Dessert
2155,442410516514754560,PANCAKE STRENGTH! http://t.co/StNCv9fmBO,http://pbs.twimg.com/media/BiPCBUmCIAAZ0am.png,Rice
2156,442041418727444480,Painstakingly crafted. Uplifting. Symmetrical. http://t.co/vUxMRd2YjF,http://pbs.twimg.com/media/BiJyVAuCUAAVlw_.jpg,Dessert
2157,441978594265280512,Happy 58th birthday  @BryanCranston! You're always welcome to baconize your special day here. http://t.co/do4gLDfrCc,http://pbs.twimg.com/media/BiI5MJYCMAAG_KK.jpg,Rice
2158,441700851690651649,Fact. http://t.co/OPzogALVLt,http://pbs.twimg.com/media/BiE8lY6CUAAsfa-.jpg,Meat
2159,441337956423327744,Fan Food Pic via tumblr user justthewayyoulikeit. http://t.co/q5LTcJLr2M,http://pbs.twimg.com/media/Bh_yiG0CIAAjfVu.jpg,Meat
